"spelling","lexicality","rt","subtlex.frequency","length","POS","bigram.freq"
"poespas","W",722.1666667,15,7,"N",140572
"poets","W",668.6969697,144,5,"WW",111833
"poetsen","W",576.8974359,356,7,"WW",318057
"poetste","W",629.9189189,12,7,"WW",273026
"poezen","W",627.2894737,12,6,"N",287503
"pogen","W",620,15,5,"WW",312731
"poging","W",595.1891892,987,6,"N",123208
"pointe","W",744.2608696,13,6,"N",227635
"pok","W",643.3125,10,3,"N",37600
"poker","W",542.9189189,286,5,"N",203895
"pokken","W",681.4642857,72,6,"N",286299
"pol","W",686.9565217,12,3,"N",46240
"polder","W",565.972973,1,6,"N",267260
"polders","W",612.2105263,1,7,"N",296434
"poliep","W",790.7272727,3,6,"N",112550
"polis","W",716,94,5,"N",117849
"pollen","W",675.84,37,6,"N",298176
"polls","W",766.2631579,10,5,"N",84869
"pols","W",589.5641026,597,4,"N",76814
"polsen","W",613.8108108,221,6,"N",283038
"polsjes","W",627.8055556,4,7,"N",116043
"polsslag","W",624.9722222,95,8,"N",104784
"pomp","W",570.9487179,290,4,"N",48158
"pompen","W",573.0833333,273,6,"WW",284786
"pompoen","W",583.6410256,109,7,"N",296934
"pompte","W",690.5,10,6,"WW",185822
"pond","W",582.5675676,1621,4,"N",133646
"ponden","W",701.6,47,6,"N",398078
"pondjes","W",666.3333333,19,7,"N",175960
"pont","W",590.5,29,4,"N",109368
"ponten","W",766,1,6,"N",367169
"pony","W",591.8717949,215,4,"N",55329
"pony's","W",603.3333333,72,6,"N",89717
"poogde","W",648.9142857,6,6,"WW",201247
"poogden","W",683.3548387,4,7,"WW",355555
"poogt","W",694.5185185,4,5,"WW",95164
"pooier","W",608.7297297,388,6,"N",236246
"pooiers","W",672.3333333,71,7,"N",265420
"pool","W",579.5588235,155,4,"N",73085
"poollicht","W",777.28,2,9,"N",194397
"poolse","W",636.4411765,208,6,"ADJ",155575
"poort","W",560.0526316,1096,5,"N",126002
"poorten","W",568.5263158,274,7,"N",383803
"poortjes","W",631.2285714,7,8,"N",168302
"poos","W",637.6944444,152,4,"N",91481
"poosje","W",641.0526316,465,6,"N",138415
"poot","W",562.6666667,304,4,"N",94810
"pootje","W",604.7297297,34,6,"N",144815
"pootjes","W",604.2222222,137,7,"N",137110
"pop","W",560.2368421,1045,3,"N",44874
"popcorn","W",591.5263158,361,7,"N",151790
"popje","W",623.972973,126,5,"N",119138
"popjes","W",633.8974359,2,6,"N",111433
"poppen","W",576.0277778,324,6,"N",286763
"por","W",703.9230769,82,3,"N",75124
"porde","W",717.55,4,5,"WW",212225
"porno","W",549.7179487,535,5,"N",59596
"porno's","W",629,1,7,"N",93773
"porren","W",637.7428571,48,6,"WW",321158
"port","W",700.0769231,96,4,"N",99157
"portaal","W",621.7297297,55,7,"N",140925
"porti","W",NA,1,5,"N",92508
"portie","W",573.9459459,202,6,"N",194190
"portiek","W",553.5714286,16,7,"N",151225
"portier","W",572.0263158,329,7,"N",273473
"portiers","W",628.974359,24,8,"N",302647
"porties","W",702.875,74,7,"N",186485
"porto's","W",684.1481481,4,7,"N",113682
"portret","W",597.025641,235,7,"N",177721
"pose","W",728.2142857,49,4,"N",116552
"poses","W",741.4444444,13,5,"N",108847
"post","W",551.3421053,1618,4,"N",122336
"postaal","W",746,1,7,"ADJ",164104
"postbus","W",629.7948718,66,7,"N",130795
"postcheque","W",856.6,1,10,"N",214593
"posten","W",599.4411765,188,6,"N",380137
"poster","W",570.1025641,164,6,"N",305112
"posters","W",640.4166667,160,7,"N",334286
"postuum","W",687.5555556,20,7,"N",104836
"postuur","W",678.2432432,44,7,"N",132404
"pot","W",555.6578947,1339,3,"N",67965
"poten","W",587.9722222,554,5,"N",325766
"potent","W",697.0909091,10,6,"N",302700
"potgrond","W",702.78125,2,8,"N",175003
"potje","W",565.8974359,419,5,"N",117970
"potjes","W",598.3947368,48,6,"N",110265
"potlood","W",552.5526316,238,7,"N",111373
"potten","W",597,172,6,"N",333701
"potvis","W",578.3421053,9,6,"N",94682
"pover","W",682.962963,12,5,"ADJ",209288
"praagse","W",836.0625,7,7,"ADJ",193476
"praal","W",671.7419355,28,5,"N",114282
"praat","W",545.8205128,10575,5,"WW",141235
"praatgroep","W",713.0571429,41,10,"N",177834
"praatje","W",626.5405405,250,7,"N",191240
"praatjes","W",583.1315789,340,8,"N",183535
"praatte","W",605.6923077,808,7,"WW",252663
"praatten","W",645.1282051,252,8,"WW",406971
"pracht","W",616.6944444,143,6,"N",151067
"prachtig","W",556.7948718,6961,8,"ADJ",179201
"prairie","W",714.6153846,59,7,"N",188531
"prairies","W",767.2380952,11,8,"N",180826
"praktijk","W",582.7435897,340,8,"N",139137
"praktisch","W",568.0789474,507,9,"ADJ",180339
"prat","W",707.0909091,20,4,"ADJ",104303
"praten","W",521.4473684,28086,6,"WW",362104
"pratend","W",661.025641,36,7,"WW",363316
"prater","W",651.3055556,95,6,"N",287079
"praters","W",705.4571429,3,7,"N",316253
"precies","W",579.6052632,14186,7,"ADJ",178193
"preek","W",603.1578947,311,5,"N",133435
"preekstoel","W",721.1481481,5,10,"N",286180
"preekte","W",676.3333333,8,7,"WW",271849
"prees","W",711.2173913,22,5,"WW",168695
"prefab","W",859.8,7,6,"ADJ",84869
"prefect","W",543.8965517,81,7,"N",130041
"prei","W",550.5526316,12,4,"N",89746
"preken","W",637.6176471,151,6,"N",338981
"premie","W",633.8055556,117,6,"N",195119
"premier","W",603.3157895,511,7,"N",274402
"premiers","W",630.0277778,8,8,"N",303576
"premies","W",689.3823529,38,7,"N",187414
"prent","W",564.4102564,45,5,"WW",271868
"prenten","W",619.3783784,19,7,"WW",529669
"prentje","W",580.6410256,3,7,"N",321873
"prentjes","W",592.5135135,3,8,"N",314168
"prentte","W",694.4545455,2,7,"WW",383296
"present","W",641.2058824,85,7,"N",316079
"pressie","W",626.8181818,19,7,"N",217071
"pret","W",577.4871795,395,4,"N",125983
"pretje","W",586.0285714,88,6,"N",175988
"pretjes","W",654.1818182,3,7,"N",168283
"prettig","W",537.8461538,1197,7,"ADJ",162052
"preuts","W",668.6756757,93,6,"ADJ",131071
"preutse","W",721.7931034,17,7,"ADJ",182987
"prezen","W",695.4545455,8,6,"WW",310954
"prieel","W",808.8095238,9,6,"N",187597
"priem","W",669.4,15,5,"N",106136
"priemde","W",664.6521739,1,7,"WW",243010
"priemen","W",657.40625,4,7,"WW",344460
"priester","W",570.0769231,1374,8,"N",391263
"priesters","W",625.3684211,311,9,"N",420437
"prietpraat","W",757.6666667,14,10,"N",233960
"prijs","W",523.7692308,3787,5,"N",118861
"prijst","W",634.137931,33,6,"WW",176561
"prijzen","W",577.3076923,566,7,"N",318221
"prik","W",572.1794872,201,4,"N",69335
"prikkel","W",556.2307692,27,7,"N",157057
"prikkels","W",574.3076923,23,8,"N",187631
"prikkelt","W",627.5641026,29,8,"WW",187880
"prikken","W",583.2368421,185,7,"WW",318034
"prikte","W",629.6111111,29,6,"WW",207749
"prikten","W",631.2941176,7,7,"WW",362057
"pril","W",627.3333333,11,4,"ADJ",73293
"prille","W",646.78125,31,6,"ADJ",170921
"prima","W",573.8205128,12104,5,"ADJ",74246
"primaat","W",653.1764706,13,7,"N",161416
"primair","W",622.3513514,16,7,"ADJ",102141
"primeur","W",598.3333333,113,7,"N",124823
"primeurs","W",628.5142857,4,8,"N",153997
"prins","W",643.6060606,1979,5,"N",146898
"prinsen","W",658.75,108,7,"N",353122
"prinses","W",590.1081081,1857,7,"N",191109
"prinsje","W",607.8108108,15,7,"N",193832
"prinsjes","W",667.7272727,2,8,"N",186127
"print","W",577,60,5,"WW",152516
"printer","W",643.3333333,39,7,"N",335292
"printers","W",638.3235294,5,8,"N",364466
"prints","W",715.1212121,10,6,"N",161817
"prisma","W",626.7837838,9,6,"N",95173
"prisma's","W",738.5,6,8,"N",127688
"privé","W",530.0526316,877,5,"ADJ",57631
"probeer","W",584.3421053,13030,7,"WW",255987
"probeert","W",595.7894737,4086,8,"WW",280020
"probleem","W",516,14946,8,"N",139615
"procent","W",557.3421053,1947,7,"N",256508
"proces","W",558.3421053,1621,6,"N",117561
"produkt","W",628.8333333,24,7,"N",105100
"proef","W",550.8421053,894,5,"N",86374
"proefde","W",609.4736842,52,7,"WW",222638
"proefschrift","W",678.5,70,12,"N",216799
"proeft","W",632.0571429,85,6,"WW",118049
"proeftijd","W",575.4324324,115,9,"N",170383
"proestend","W",726.5185185,1,9,"WW",451263
"proeve","W",590.6,4,6,"N",183002
"proeven","W",592.1052632,755,7,"WW",337310
"prof","W",549.3888889,151,4,"N",60396
"profeet","W",605.4473684,341,7,"N",148690
"profiel","W",559.0512821,372,7,"N",154823
"profijt","W",653.7027027,67,7,"N",122103
"profs","W",694.9705882,106,5,"N",90848
"programs","W",617.4545455,1,8,"N",133858
"project","W",537.8157895,1329,7,"N",107433
"proloog","W",760.04,17,7,"N",125792
"prompt","W",673.8484848,9,6,"ADJ",107409
"pronken","W",654.6216216,63,7,"WW",337032
"pronkstuk","W",667.1470588,17,9,"N",166833
"prooi","W",571.2857143,342,5,"N",80361
"prooien","W",617.6571429,22,7,"N",336351
"proost","W",632.5945946,937,6,"N",174261
"prop","W",639,104,4,"N",69954
"proper","W",594.972973,128,6,"ADJ",231557
"proppen","W",661.6666667,113,7,"N",311843
"propte","W",678.3243243,12,6,"WW",207618
"propvol","W",652.8857143,29,7,"ADJ",97665
"prostaat","W",671.2571429,55,8,"N",216137
"protest","W",561.9487179,450,7,"N",246533
"proton","W",658.4411765,9,6,"N",179701
"provo's","W",625.25,3,7,"N",101623
"proza","W",711.0967742,17,5,"N",58462
"pruik","W",566.4615385,285,5,"N",71990
"pruiken","W",619.4054054,60,7,"N",313310
"pruikje","W",616.972973,1,7,"N",143832
"pruim","W",617.6764706,49,5,"N",67024
"pruimen","W",595.0526316,95,7,"N",305348
"pruimpje","W",751.969697,5,8,"N",146388
"psalm","W",647.7777778,60,5,"N",49214
"psalmen","W",699.9714286,32,7,"N",287538
"psyche","W",724.1388889,67,6,"N",146560
"psychisch","W",638.5588235,112,9,"ADJ",150355
"pub","W",646,141,3,"N",21781
"puber","W",560.1282051,75,5,"N",189663
"pubers","W",578.5945946,34,6,"N",218837
"publiek","W",559.5897436,1831,7,"N",113387
"pubs","W",705.4615385,17,4,"N",55389
"puck","W",797.9333333,126,4,"N",30984
"pucks","W",823,6,5,"N",61301
"pudding","W",552.4871795,216,7,"N",126738
"puffend","W",686.2,2,7,"WW",252375
"pui","W",671,3,3,"N",43236
"puien","W",526.5,1,5,"N",299226
"puilden","W",777.9166667,5,7,"WW",355764
"puin","W",608.7222222,293,4,"N",162008
"puinhoop","W",607.6410256,516,8,"N",145209
"puist","W",607.0857143,42,5,"N",153949
"puisten","W",699.4615385,28,7,"N",411750
"puistje","W",649.9459459,16,7,"N",203954
"puistjes","W",597.3333333,34,8,"N",196249
"pukkel","W",595,17,6,"N",119097
"pukkels","W",604.9473684,17,7,"N",149671
"pul","W",661,18,3,"N",33777
"pullen","W",579.0454545,1,6,"N",285713
"pulp","W",695.7567568,45,4,"N",31168
"pump","W",752.8095238,3,4,"N",32736
"pumps","W",688.8181818,22,5,"N",64003
"punk","W",646.6969697,44,4,"N",40206
"punks","W",681.0526316,7,5,"N",70523
"punt","W",576.1025641,3226,4,"N",78942
"punten","W",570.3076923,1298,6,"N",336743
"puntig","W",628.8235294,13,6,"ADJ",107076
"puntje","W",572.7179487,167,6,"N",128947
"puntjes","W",564.1538462,107,7,"N",121242
"pup","W",627.4516129,78,3,"N",26286
"pupil","W",597.5789474,66,5,"N",45028
"pups","W",692.5714286,25,4,"N",57553
"pure","W",613.0606061,643,4,"ADJ",143909
"puree","W",542.4871795,198,5,"N",179683
"purper","W",665.6875,13,6,"N",199990
"put","W",560.8918919,511,3,"N",59910
"putte","W",692.2333333,10,5,"WW",171338
"putten","W",573.5405405,113,6,"WW",325646
"puur","W",536.6315789,1021,4,"ADJ",58339
"puzzel","W",527.3333333,230,6,"N",93783
"puzzels","W",536.025641,44,7,"N",124357
"pyloon","W",783.375,1,6,"N",167275
"python","W",683.8235294,63,6,"N",140632
"pythons","W",739.1071429,15,7,"N",111948
"quarks","W",764.5454545,14,6,"N",71799
"quasi","W",691.2424242,26,5,"ADJ",19465
"raad","W",551.4615385,3630,4,"N",111887
"raadde","W",646.0540541,76,6,"WW",225669
"raadhuis","W",734.8,9,8,"N",164255
"raadje","W",613,2,6,"N",161906
"raadsel","W",593.7567568,412,7,"N",168607
"raadsels","W",580.3684211,109,8,"N",199181
"raadsman","W",683.4102564,262,8,"N",218441
"raadt","W",625.969697,223,5,"WW",118494
"raadzaal","W",698.0645161,1,8,"N",150254
"raadzaam","W",646.0555556,9,8,"ADJ",138799
"raaf","W",591.75,76,4,"N",94539
"raak","W",576.6923077,3659,4,"WW",92367
"raakt","W",593.8947368,2495,5,"WW",127288
"raakte","W",584.6216216,1959,6,"WW",230781
"raakten","W",557.9166667,350,7,"WW",385089
"raam","W",509.9459459,3098,4,"N",89192
"raampje","W",591.6410256,98,7,"N",168556
"raampjes","W",654.5833333,10,8,"N",160851
"raamwerk","W",615.9090909,1,8,"N",236768
"raap","W",631.4871795,431,4,"N",87032
"raapte","W",647.6764706,35,6,"WW",224696
"raar","W",572.6578947,3712,4,"ADJ",123941
"raasde","W",627.8529412,21,6,"WW",226692
"raasden","W",731.4166667,5,7,"WW",381000
"rabbi","W",758.125,112,5,"N",50638
"rabbi's","W",740.4285714,7,7,"N",84122
"rabbijn","W",684.7352941,152,7,"N",157987
"race","W",595.8285714,1151,4,"N",120313
"racebaan","W",643.6111111,32,8,"N",215978
"racen","W",626.3428571,350,5,"WW",274621
"races","W",619.974359,122,5,"N",112608
"raciaal","W",686.7428571,9,7,"N",117270
"racist","W",606.2894737,134,6,"N",163580
"racket","W",639.3783784,40,6,"N",129231
"rackets","W",709.96875,6,7,"N",138532
"rad","W",640.0606061,101,3,"N",74955
"radar","W",636.7428571,474,5,"N",100004
"radars","W",672.6363636,13,6,"N",129178
"rade","W",707.3181818,129,4,"N",185079
"raden","W",570.0769231,1234,5,"WW",339387
"radijs","W",660.1578947,18,6,"N",122196
"rafel","W",675.3157895,1,5,"WW",118101
"rafels","W",686.7857143,3,6,"N",148675
"rage","W",647.6774194,57,4,"N",173027
"rages","W",784.2068966,3,5,"N",165322
"rail","W",629.6,20,4,"N",58732
"rails","W",599.9444444,201,5,"N",89306
"rake","W",793.5384615,44,4,"ADJ",142447
"raken","W",588.1081081,3480,5,"WW",296755
"raket","W",579.8648649,648,5,"N",127804
"rally","W",646.7714286,41,5,"N",63313
"rally's","W",687.75,4,7,"N",97701
"ram","W",608.3513514,366,3,"N",52260
"ramde","W",659.1666667,78,5,"WW",189134
"ramen","W",579.3421053,874,5,"N",290584
"raming","W",730.3636364,6,6,"N",142612
"rammel","W",615.5,201,6,"N",134016
"rammen","W",615.0882353,261,6,"WW",294993
"ramp","W",547.4166667,1132,4,"N",57360
"rampen","W",620.9210526,107,6,"N",293988
"rampspoed","W",682.5,57,9,"N",143604
"ranch","W",638.5806452,494,5,"N",115945
"ranches","W",662.5714286,15,7,"N",191798
"rand","W",544.1578947,836,4,"N",151373
"randen","W",650.8571429,61,6,"N",415805
"randje","W",562.4736842,144,6,"N",201392
"randjes","W",626.7567568,13,7,"N",193687
"randstad","W",605.3333333,6,8,"N",236622
"rang","W",625.0810811,402,4,"N",116574
"rangen","W",627.375,54,6,"N",382462
"rank","W",652.2758621,15,4,"ADJ",88359
"ranke","W",680.9375,4,5,"ADJ",175371
"ranken","W",699.6153846,18,6,"N",329679
"ransel","W",668,25,6,"N",166724
"ransels","W",705.1818182,1,7,"N",197298
"rantsoen","W",727,80,8,"N",353027
"rap","W",610.8421053,225,3,"ADJ",50100
"rapen","W",635.0555556,129,5,"WW",286728
"rapport","W",555.1794872,1586,7,"N",131811
"rare","W",620.8421053,1923,4,"ADJ",175714
"ras","W",557.7027027,720,3,"N",81501
"rasp","W",688.5151515,6,4,"N",65352
"raspen","W",664.0588235,3,6,"WW",301980
"rassen","W",648.2307692,133,6,"N",296358
"raster","W",657.6571429,42,6,"N",321977
"rasters","W",711.516129,1,7,"N",351151
"rat","W",550.3684211,994,3,"N",90668
"ratel","W",663.6333333,24,5,"WW",187492
"ratels","W",670.6153846,1,6,"N",218066
"ratten","W",571.4358974,767,6,"N",356404
"rauw","W",560.1891892,204,4,"ADJ",47583
"rauwe","W",615.6756757,80,5,"ADJ",129008
"rauwkost","W",638.2162162,9,8,"N",152236
"ravijn","W",582.8421053,179,6,"N",153621
"rayon","W",691.2666667,6,5,"N",145000
"razen","W",669.0571429,40,5,"WW",272188
"razend","W",583.4358974,442,6,"ADJ",273400
"re","W",640.2857143,44,2,"N",126991
"rebel","W",604.3846154,203,5,"N",146357
"recent","W",565.3846154,159,6,"ADJ",269269
"recept","W",549.8684211,548,6,"N",118230
"reces","W",764.9090909,13,5,"N",130322
"recht","W",546.5897436,6969,5,"N",155146
"rechtbank","W",558.4871795,1126,9,"N",182614
"rechte","W",615.8,407,6,"ADJ",258639
"rechten","W",601.6578947,1257,7,"N",412947
"rechter","W",547.1282051,2767,7,"N",337922
"rechters","W",550.6923077,229,8,"N",367096
"rechthoek","W",555.2051282,13,9,"N",185060
"rechts","W",560.1944444,2566,6,"ADJ",164447
"rechtse","W",612.1891892,290,7,"ADJ",216363
"rechtspraak","W",639.5384615,49,11,"N",231593
"rechtsstaat","W",775.6923077,4,11,"N",299501
"rechtstreeks","W",604.9189189,567,12,"ADJ",338480
"rechtszaak","W",598.2777778,513,10,"N",190637
"rechtszaal","W",615.1052632,480,10,"N",198917
"rechtte","W",664.40625,1,7,"WW",266574
"record","W",577.3421053,443,6,"N",149619
"records","W",583.4166667,88,7,"N",161092
"rector","W",595.6216216,255,6,"N",134470
"rectors","W",645.4857143,1,7,"N",163644
"red","W",601.9655172,3055,3,"WW",103649
"redde","W",594.1578947,665,5,"WW",217431
"redden","W",554.7567568,7556,6,"WW",371739
"redder","W",578.6666667,215,6,"N",296714
"redders","W",576.6666667,31,7,"N",325888
"redding","W",525.7948718,485,7,"N",177682
"rede","W",612.6666667,228,4,"N",213773
"reden","W",588.3055556,7157,5,"N",368081
"redens","W",665.2777778,3,6,"N",339397
"reder","W",595.0714286,24,5,"N",293056
"reders","W",610.2352941,13,6,"N",322230
"redes","W",800.2941176,2,5,"N",206068
"redt","W",627.5263158,1479,4,"WW",110256
"ree","W",609.2,14,3,"N",162765
"reed","W",644.1290323,1782,4,"WW",139423
"reëel","W",669.2857143,67,5,"ADJ",120324
"reeks","W",555.8378378,291,5,"N",150117
"reeksen","W",583.2631579,23,7,"N",356341
"reep","W",600.4210526,116,4,"N",108797
"rees","W",740.8695652,32,4,"WW",155060
"reet","W",632.2222222,2327,4,"N",148122
"reetje","W",758.5714286,1,6,"N",198127
"reetjes","W",730,1,7,"N",190422
"reflex","W",615.5128205,58,6,"N",100572
"reform","W",903.8571429,2,6,"N",104292
"refrein","W",604.0294118,50,7,"N",248641
"regeert","W",658.5714286,114,7,"WW",339204
"regel","W",546.3142857,3381,5,"N",193445
"regels","W",527,3663,6,"N",224019
"regelt","W",585.7105263,543,6,"WW",224268
"regen","W",575.1025641,1158,5,"N",354422
"regens","W",649.1071429,17,6,"N",325738
"regent","W",595.3157895,609,6,"WW",331356
"regie","W",639.0540541,46,5,"N",181396
"regime","W",632.1282051,119,6,"N",171289
"regimes","W",704.2727273,9,7,"N",163584
"reiger","W",638.3888889,8,6,"N",301757
"reigers","W",644.6470588,1,7,"N",330931
"reiken","W",614.6969697,120,6,"WW",329956
"reikt","W",591.3939394,131,5,"WW",123557
"reikte","W",641.8684211,33,6,"WW",227050
"reikten","W",615.8529412,9,7,"WW",381358
"reine","W",719.8064516,64,5,"ADJ",204527
"reinheid","W",700.25,41,8,"N",192994
"reinste","W",764.1052632,21,7,"ADJ",327392
"reis","W",560.0833333,3952,4,"N",129124
"reisde","W",582.4615385,148,6,"WW",237383
"reisden","W",655.9459459,60,7,"WW",391691
"reisdoel","W",649.7857143,4,8,"N",191761
"reisjes","W",573.9428571,44,7,"N",168353
"reist","W",678.1428571,357,5,"WW",186824
"reistas","W",673.3333333,15,7,"N",209446
"reizen","W",542.1025641,1416,6,"WW",309610
"rek","W",585.4444444,104,3,"N",84026
"reken","W",633.1333333,1780,5,"WW",325346
"rekent","W",624.4324324,192,6,"WW",302280
"rekest","W",NA,2,6,"N",221033
"rekken","W",598.9473684,189,6,"WW",332725
"rekruut","W",776.7142857,90,7,"N",134122
"rekstok","W",803.6153846,5,7,"N",163865
"rekte","W",623.0882353,6,5,"WW",222440
"rel","W",609.1315789,118,3,"N",120322
"relaas","W",636.9142857,22,6,"N",213392
"reling","W",740.5909091,77,6,"N",224103
"rellen","W",586.9189189,177,6,"N",372258
"rem","W",541.1081081,242,3,"N",74635
"remde","W",608.2631579,24,5,"WW",211509
"remmen","W",556.027027,400,6,"WW",317368
"ren","W",578.7948718,1133,3,"WW",281299
"rende","W",569.9189189,797,5,"WW",392635
"renden","W",674.7714286,120,6,"WW",546943
"rennen","W",538.027027,3196,6,"WW",450511
"rennend","W",620.6923077,17,7,"WW",451723
"renner","W",616.6052632,75,6,"N",375486
"renners","W",609.5,45,7,"N",404660
"rent","W",703.6111111,488,4,"WW",258233
"rente","W",636.1818182,292,5,"N",361726
"rentes","W",692.25,2,6,"N",354021
"rep","W",718.6666667,57,3,"N",73023
"repen","W",743.8787879,71,5,"N",309651
"repliek","W",654.9032258,23,7,"N",161534
"repte","W",718.9130435,7,5,"WW",210687
"reptiel","W",632.1111111,76,7,"N",195558
"research","W",662.3611111,234,8,"N",172431
"respect","W",540.1794872,3062,7,"N",163590
"respijt","W",795.5882353,24,7,"N",167689
"respons","W",640.4594595,41,7,"N",184180
"rest","W",539.8648649,7654,4,"N",176986
"restant","W",731.4333333,31,7,"N",245202
"resten","W",568.875,237,6,"N",434787
"restje","W",641.0526316,37,6,"N",226991
"restjes","W",604.9189189,113,7,"N",219286
"restte","W",645.65625,12,6,"WW",288414
"reten","W",692.6666667,22,5,"N",370149
"return","W",679,9,6,"N",174830
"reu","W",690.9047619,6,3,"N",68714
"reuen","W",702.4,3,5,"N",291475
"reuk","W",546.1282051,41,4,"N",79600
"reuken","W",723.2666667,3,6,"N",320920
"reuma","W",695.8055556,29,5,"N",85738
"reus","W",564.6153846,326,4,"N",106365
"reuzel","W",631.5,20,6,"N",141891
"reuzen","W",620.9189189,139,6,"N",302868
"revanche","W",764.9411765,70,8,"N",236179
"reveil","W",789.3333333,1,6,"ADJ",133341
"revers","W",727.6666667,20,6,"N",276195
"reviews","W",702.875,4,7,"N",145302
"revue","W",668.0909091,35,5,"N",137822
"rexen","W",NA,1,5,"N",283252
"rezen","W",767.5882353,5,5,"WW",297319
"rib","W",590.7894737,95,3,"N",43557
"ribben","W",586.2820513,283,6,"N",288638
"richel","W",674.3478261,128,6,"N",166642
"richels","W",759,3,7,"N",197216
"richt","W",586.4571429,918,5,"WW",137836
"richten","W",594.7435897,915,7,"WW",395637
