"sentiment","tweet"
"positive","ryanodonnell: @AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels!  [.. http://tinyurl.com/c3e3ub"
"positive","Elvis isn't dead he just took home &quot;quote! MIB "
"positive","there is link about how to enjoy dark chocolate within the post..  http://chai-coffee.blogspot.com/2009/04/chocolate-flavoured-math.html"
"positive","Sitting at his mom's work.  Craving tea."
"positive","Back on the 7am train ... Rubbish! Only for 3 days though! "
"positive","@juliaroy you are just a tumbling fool. Love it. "
"positive","@Steve_Buscemi And the weather in England, at this hour of the morning (6:47 am) is cool, gloomy &amp; crap. YOU have a nice day, mate! "
"positive","@KendallMassey @jclayville rocks. But don't tell her I said that "
"positive","@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? "
"positive","@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits "
"positive","@mikeyway http://twitpic.com/2xzoe - Cool  Well done Frankie."
"positive","@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. "
"positive","@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much "
"positive","@ddlovato and that kinda defeats the point of writing them. and if you like em you can follow me, i try to post at least one a day. "
"positive","&quot;Women produce a bonding hormone at the point of climax that causes them to want to cuddle&quot; http://tr.im/imqg - FUN read! tnx @imarriage! "
"positive","Going to bed and then up early to prep for an interview in Cleveland tomorrow "
"positive","Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry "
"positive","Just got back after an rough roadtrip to Amsterdam on the motorcycle. Had an excellent time there "
"positive","About to dash again! This is what happens when you sleep all day, you HAVE to party all night. "
"positive","on my way home from a relaxing weekend  to bad it's back to reality :/"
"positive","@AK_NG you are not insane your husband tho not to sure "
"positive","@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. "
"positive","@rachhiiee_ jenny knows i love er. "
"positive","Let me pre-empt the inevitable &quot;When a man is tired of GH he is tired of life&quot; comment by saying I'm just tired, in general "
"positive","today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!"
"positive","@amandadiva Facebook is such a trip! That's funny. Did you accept her friend request? "
"positive","@edlectronic i love me some ladytron "
"positive","Listening to Honor Society "
"positive","@mattyza Thanks. wp e-commerce is very buggy. Think i'll do the custom thing. Now to find the time "
"positive","@pocketfulofme hahaha i so should of! but my nails were wet. hehe.but he was helpful  he flipped the magazine pages for me "
"positive","@yannionline I wonder who directed, there's definitely an ipod commercial in their future. "
"positive","Good morning Twitt-dudes for all around the world "
"positive","@CTesdahl well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life "
"positive","going to pick up @30comau in a sec its our anniversary today "
"positive","loves chocolate milk  and that is GF YEAH.."
"positive","GOOD NITE EVERBODY I HAD A LONG DAY AND DID A PROJECT NOW IT IS FINALLY TIME TO GET SOME REST PEACE "
"positive","@johannacherry come stay at mine on friday "
"positive","good night swetdreamss to everyonee   and jared never chat in kyte puff "
"positive","@nikhilnarayanan saw the tvc yesterday.. worked for me "
"positive","After a weekend that'll never forget...its back to grindin "
"positive","Artistic affirmation from a drunk lady was kinda just what I needed! "
"positive","Listening to @chriscornell &quot;scream&quot;! Love it. You really need to get it. Go get up and go now! yes you "
"positive","@jolilore Thank you "
"positive","@kameelahwrites phew! all that hair, gyal! "
"positive","i am working on my media room design and i love love love my client profile "
"positive","@chasepino I wish I was as cool as you.. "
"positive","getting music updated finally "
"positive","@ferretfreakx4  I had so much fun tonight!    And I'm totally stealing all your pictures when you upload them.  hehehe"
"positive","I'm such a happy girly. I think that means it's time for candy. Joy! Fun! Love! Smile! "
"positive","Rye143gg (1:58:00 AM): Lol. Ur really pretty....so pls don't pull a britney &lt;&lt; haha thnx shauna...that made me laugh "
"positive","@SathyaBhat Ahan  let me eat his head then! Danke!"
"positive","@OfficialPRofOZ just a gentle reminder my dear "
"positive","@aparajuli good luck to you "
"positive","done with all preparation... starting revision now..  i have my signals ans systems exam today .. wish me luck people.... "
"positive","Is going to Origin I &amp; III oh yeah  thankyou Mr Rudd. Flights accom tickets. Can't wait!!"
"positive","@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) "
"positive","200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? "
"positive","@mileycyrus if it's less than an hour of sleep, its napping but more than an hour is sleeping. "
"positive","Jon could totally say Mannies and Peddies and I would shut my fat face about it.  "
"positive","stage 1 is just about 100% complete. Naw to wait a few days fo stages 2-4 to come, then BAM! Ill have the hottest hair in z world. "
"positive","@hansonmusic I can't wait for the new record "
"positive","@pplist yep - doing my best viking impersonation - even without the helmet "
"positive","i was so happy today was nice out!!  im so happy spring has shown up..for now anyways "
"positive","Perl's CPAN installer has lots of quirky humour which is fun but I just want to get the job done. I prefer quiet tools; funny docs are OK "
"positive","Is there Twitter for francophones?  Maybe I would tweet more en fran�ais "
"positive","@ddlovato heydemi  whats up? haha, i just wanted to say i love you music and your a really talented person. love to hear from you &lt;3"
"positive","Getting ready for work and feel fresher than yesterday "
"positive","@JayJayLive haha...funny funny. my job..hmm..has its ups and downs..but overall I do enjoy it  I am an events &amp; campaigns co-ordinator "
"positive","@ThisismyiQ Really?! Who?? lol "
"positive","Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! "
"positive","Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  "
"positive","@victoriaerin HEYYYYYYYYYYY YOU "
"positive","@BlokesLib  hehehe NO, but I can relate to sloppy on these meds "
"positive","'Seek the truth, and the truth will set you free...' damn powerful..  harder than it seems. but definitely worth it. "
"positive","@MistyDavies Glad I could help.  Now we just need barcode scanners."
"positive","@michaelgrainger *huggs* back...but I think you are the most hugged man on twitter! "
"positive","@garyphayes I don't know what I want. If you search SilkCharm Chocolate you'll see the recommendations... crowdsourced chocolate "
"positive","@busybeeblogger I hope so too. More movies where we get to see his lil Gilles again hopefully "
"positive","@JonathanRKnight Don't let the bedbugs bite.   Sweet dreams."
"positive","Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  "
"positive","@RobKardashian Rob, Your my fav Kardashian, Please say Hi to me "
"positive","@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too "
"positive","really hungry...so i grabbed some ice cream from the freeze. "
"positive","@tmere good to see your info on ED... "
"positive","I feel so great for starting twitter at suzanne  but still hardly anyone has it."
"positive","@ElementsOfJazz Good question, had a bit of a rough day and physically not well but I'm hanging in there and still smiling "
"positive","Late night shower. Refreshing "
"positive","@youngaq nah I dont even lol haha thankssss for the page love "
"positive","@jaredleto not that I don�t love working but....I deserve some vacation "
"positive","received my bday parcel from home! n now i can hav my tang hun, mee sua, udong mee, ligo raisin, ba hu...... "
"positive","Re-installing KOTOR 1. Intending to finish it this time. "
"positive","@yoshigi I have terrible back and neck aches too... Get a good chair, that will help.  I am waiting for my &quot;SWOPPER&quot; to arrive. "
"positive","@lspearmanii @milagro88 @dmf71 @paulmason10538 @mauibeech @gunka @maczter @ThankTank  #Gratitude"
"positive","standing in the richardson office changing a backup tape... I'm such a work-a-holic! "
"positive","and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are)"
"positive","@grimtorn You can start making a religion of your own to make yourself fall asleep them "
"positive","@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! "
"positive","@hiannie Tiger is great, love the voice "
"positive","taking a shower "
"positive","@thenub you are too "
"positive","@DrBaher I love that list to tick people off. Actually quite a number I already enjoy from time to time or at least they crossed my mind "
"positive","@ninjen G'Night, youngster. Rest well. "
"positive","@Riles_puppy &amp; @PuppyJamaica Morning Pups! Thanks for the follow. Look fwd to barking at you soon!!  This Twitter is going to the dogs!"
"positive","@augustineiv Thank you "
"positive","@Twinnadryl lol freak session wit ya wifey eh? hah "
"positive","@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news "
"positive","re-booting my room "
"positive","@hihik DVD is fine. Stay tuned on the channel: more updates are coming soon "
"positive","Had a great lunch with one of my &quot;mums&quot; today, @christineirmler  It's her birthday tomorrow too so I got her a little something"
"positive","@noiseboyartist i love writing letters of complaint - i just always forget to mail em. I'm an agent-of-change (in my head) Lol "
